title,employment_type,workplace_type,location,department,url,description,requirements,company,source,first_scraped_at,last_scraped_at,ignored
Backend Software Engineer - Application Development,Full-time /,Hybrid,"New York, NY",Dev /,https://jobs.lever.co/palantir/ab7e3425-81d5-4705-a7b5-cd60c8a45cdb,"A World-Changing Company Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more. The Role Backend Software Engineers  at Palantir build software at scale to transform how organisations use data. Our Software Engineers are involved throughout the product lifecycle, from idea generation, design, prototyping, and production delivery. You will collaborate closely with technical and non-technical teammates to understand our customers' problems and build products that solve them. We encourage movement across teams to share context, skills, and experience, so you'll learn about many different technologies and aspects of each product. Engineers work autonomously and make decisions independently, within a community that will support and challenge you as you grow and develop, becoming a strong technical contributor and engineering leader. Your day-to-day workflow will vary, adapting to the requirements of our users and the technical challenges that arise. One day, you may find yourself collaborating with other engineers to architect a new system that enables a novel workflow, the next you could be fine-tuning performance to enable low-latency operational outcomes. Our Product Development organisation is made up of small teams of Software Engineers. Each team focuses on a specific aspect of a product and work collaboratively to build cross functional capabilities, streamline user workflows and continuously improve our software's efficiency and reliability. We’re hiring engineers who are passionate about solving real-world problems and empowering both developers and end-users to work optimally. If you’re motivated to develop reliable, performant, and scalable systems, and to design robust APIs and primitives, this role offers the opportunity to make a significant impact on our products and the people who use them. Frontline Foundry Software Engineers may be offered the opportunity to Frontline, an exclusive program unlike any other. This unique, short-term assignment involves being embedded with customers, allowing you to work directly with users and gain firsthand insight into how our products are used and the challenges our customers face. Unlike traditional engineering roles, Frontline immerses you in complex, ambiguous problems, empowering you to deliver impactful solutions across some of the world’s most important industries and institutions. Some of our most successful products were built on the factory floor, addressing real-world problems for the world's most important institutions. These products were developed by some of our most successful product engineers, who began their careers in roles aligned with Frontline responsibilities, gaining a deep understanding of both our technology and our customers. Frontliners operate across a broad spectrum of responsibilities, much like a startup CTO. They work in small teams to own the end-to-end execution of high-stakes projects. This spectrum ranges from discussing architecture and building custom web apps to conducting workshops with users and strategizing with customer executives. No two days are alike, as each day is diverse and impactful. By witnessing how customers engage with Foundry and experiencing these pain points firsthand, you’ll gain unique insights that feed directly back into our development process, helping to refine and enhance our products.","Architecting, developing, and maintaining high-performance, scalable backend services that underpin our our operational data and AI systems Maintaining high coding standards through the development of guidelines, active participation in code reviews, and fostering a culture of continuous improvement and knowledge sharing among your team Building robust APIs for use by front-end developers and interfacing external systems, and collaborating with front-end developers to integrate user-facing elements with server-side logic Designing efficient data structures and algorithms to manage large-scale and high throughput data Optimizing applications for speed and scalability through performance analysis Actively improve user workflows by collaborating with cross-functional teams, ensuring seamless experiences across product boundaries and a cohesive user experience Different backend languages, including Java, Rust, Python and Go Distributed systems technologies such as Kafka, Cassandra, Elasticsearch and Spark Docker and Kubernetes for containerization and orchestration Industry-standard build tooling, including Gradle and GitHub A deep understanding of server-side logic, efficient data handling, and distributed systems Strong focus on creating user-oriented workflows and solutions, crossing product boundaries to deliver cohesive and solid user workflows that ensure a seamless and intuitive user experience Experience building high-quality software in a fast-paced CI/CD development environment Ability to work collaboratively in teams of technical and non-technical individuals and understand how technical decisions impact the people who will use what you're building Skill and comfort working in a constantly evolving environment with dynamic objectives and iteration with users Active US Security clearance, or eligibility and willingness to obtain a US Security clearance is beneficial but not necessary Experience in designing and developing features and improvements, as well as supporting and maintaining, live backend systems In-depth understanding of data structures, system architecture, API development for microservices frameworks, distributed systems and other backend-related concepts and best practices Engineering background in Computer Science, Mathematics, Software Engineering, Physics or similar field Strong coding skills with demonstrated proficiency in programming languages, such as Java, C++, Python, Rust, or similar languages Strong written and verbal communication skills and ability to iterate quickly with teammates, incorporating feedback and holding a high bar for quality",palantir,lever,2025-07-31 16:49:55,2025-07-31 17:27:48.139570,
Account Executive,Full-time /,Hybrid,"Seoul, South Korea",Sales /,https://jobs.lever.co/palantir/5ec536c8-67b8-4b6b-b23e-cde403d59d53,"A World-Changing Company Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more. The Role Palantir’s Korea Business Development team targets and partners with some of the largest institutions in the world, helping them solve their most mission critical problems. Account Executives partner with these institutions while working alongside the brightest engineers in the field to deliver results. Our products are complex and extremely versatile which allow us to deliver value within hours or days as opposed to weeks or months. You will be responsible for engaging, evaluating, and delivering new and expansion business opportunities at targeted large institutions. Each partner (client) is different and has its own way of procuring software, and Account Executives see these distinctions as opportunities — for value creation. Successful Account Executives tailor their approach to Palantir and to each unique opportunity, rather than relying on past strategies for selling other enterprise software.","In coordination with Palantir leadership, develop and execute a comprehensive strategy for growing the company's presence in Korea, typically focused on strategic segment of customers and industry. Lead cross-functional team collaboration to shape our outreach and shepherd engagements, from initial meeting, problem definition, deal shaping, procurement process, to close. Develop deep familiarity with Palantir's software platforms and how they can be used to solve a wide range of real-world problems. Develop customer profiles, including identifying target customer needs and the most effective way to address those needs. Thrive in a fast-paced, highly technical environment; develop familiarity with Palantir's software capabilities and how they can be used to solve a wide range of real-world problems. Exceed defined metrics by securing enterprise contracts. Track record in securing and growing significant enterprise agreements with distinguished organizations Exemplary aptitude for articulating Palantir's impact to diverse audiences, leveraging a communication style that accommodates both technical and non-technical audiences Proficient in navigating multifaceted procurement and acquisition protocols Strong interpersonal and organizational intuition, with a talent for identifying key partners and change agents within companies Demonstrated ability to build high-trust relationships and drive transformational change within organizations Adaptive and introspective; willing to learn, guide, lead and follow. Ability to understand potential customers' requirements and how Palantir's software can address them. Demonstrated project management skills and a love of getting things done, no matter the circumstances. Experience building and managing relationships, and collaborating with internal partners and external counterparts. Fluency in Korean and English 10+ years of account executive, sales, consulting, and/or business driver experience focusing on closing and growing net new business Excellent communication skills. Ability to compellingly articulate Palantir's product offering to audiences with varying levels of technical skill and seniority. Open to travel (25%+) per business needs.",palantir,lever,2025-07-31 16:49:55,2025-07-31 17:27:48.139570,
Embedded Software Engineer,Full-time /,Hybrid,"Washington, D.C.",Dev /,https://jobs.lever.co/palantir/49fb44ea-3621-4f78-9ccb-62317bc70703,"A World-Changing Company Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more. The Role Palantir is at the forefront of some of the most critical and challenging problems in the world. We develop alongside our customers everyday. Our customers span from the cloud to the frontline. As we adapt to solve their most pressing issues in latency and compute cost, we are building a team of Software Engineers relentlessly focused on low-level optimization and novel compute architectures. This is a team of hackers optimizing everything from Palantir software at the far-edge to steaming pipelines lowering cloud compute cost. This role requires an experienced software engineer who is well versed in low-level development in compiled languages such as Rust, C/C++ or Go. A successful candidate can optimize software in constrained embedded devices or across large-scale distributed systems. You should have strong knowledge of computer architecture and OS internals.","Develop high-performance software that can run in distributed systems at the edge and in the cloud. Process high-bandwidth sensor and network data streams to provide real-time insights to customers. Architect optimized software systems that are hardware-aware. Interact directly with our customers to derive requirements. Ability to independently decompose and solve ambiguous, complex problems alongside customers with minimal guidance. Deep knowledge of computer architecture and experience in hardware-software interfaces. Basic Linux and IP networking knowledge. Experience in low-level software/algorithm development preferred (e.x. SIMD, GPU, FPGA). 2+ years of software development experience. Strong coding and debugging skills in compiled languages (Rust, C/C++, etc.). Active US Security clearance or eligibility and willingness to obtain a US Security clearance.",palantir,lever,2025-07-31 16:49:55,2025-07-31 17:27:48.139570,
Deployment Strategist,Full-time /,Hybrid,"New York, NY",Echo /,https://jobs.lever.co/palantir/e0ab8226-b928-4e3a-bf87-08fe7b1ea595,"A World-Changing Company Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more. What We're About At its core, the Deployment Strategist role centers around using data in operational and real-world action. Our customers come to us with a hunch that the only way to protect their troops, manufacture high-quality products, structure effective healthcare policies, or deliver aid to refugees safely is to make better use of their data. Deployment Strategists are responsible for turning that hunch into reality. What We Do As a Deployment Strategist, you'll work as part of a driven and creative team of Engineers, Product Designers, and other Deployment Strategists to deploy software against the most exciting problems our world faces. Your mission is to synthesize disconnected streams of thought into an understanding of what the most important problem is, what the data means, what the product needs, what users are motivated by, and where the impact could be.  You'll immerse yourself in our customers' most intricate workflows. You'll partner with customer teams and explore the data, and plunge into the product landscape to enable us to scale. A select number of Deployments Strategists may also be deployed to Palantir internal teams and problems. In this role, the problems you'll seek will require a curious and analytical approach, a sharp intuition for product, and a strong degree of user insight to ultimately empower our customers to improve decisions.","Go onsite and meet with customer analysts to understand the critical questions they need to answer and locate their biggest problems Identify relevant datasets through deep engagement with customer problems and workflows Work with Forward Deployed Engineers to integrate the data into a stable and extensible pipeline Work with the customer to build customized workflows for new user groups Lead training sessions to ensure that the product is meeting user needs and having concrete impact on their operations Present the results of our work and proposals for future work to audiences ranging from analysts to C-suite executives Embed with our Software Engineering and Product Design teams to incorporate what you saw in the field into cross-Palantir product offerings Build and deliver demos to new and existing customers Scope out potential engagements in new industries and expanding locations around the world Team members who aren’t satisfied with surface-level answers and will dive into the details of the data Low ego because the outcome matters more than who gets the credit Extraordinary ability to confront open-ended problems in unstructured environments Adaptive and introspective; willing to learn, guide, lead and follow Ability to travel 25 – 75% required. Varies by location and team Experience with programming, scripting or statistical packages (e.g. Python, R, Matlab, SQL)",palantir,lever,2025-07-31 16:49:55,2025-07-31 17:27:48.139570,
Deal Operations Administrator,Full-time /,Hybrid,"Palo Alto, CA",Legal /,https://jobs.lever.co/palantir/8c59a77a-1a57-4a2b-9d03-0b757b719015,"A World-Changing Company Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more. The Role Palantir’s in-house legal team works to proactively address legal issues so that Palantir can continue to drive positive impact in the world. We are deeply embedded in Palantir’s mission and culture, take time to connect with folks across the global Palantir community, and are viewed across the company as key to Palantir’s success. Legal Operations is the organizational backbone of the legal team at Palantir and our Deal Administrators directly support all aspects of revenue generation at the company. Our Deal Operations Administrators have a strong understanding of Palantir’s growth strategy, and are eager to implement and operationalize that strategy in our contracting processes. Our Deal Operations Administrators have a passion for helping others, making them an invaluable resource to our customer deal pipeline. As a Deal Operations Administrator, you will be handling a wide variety of responsibilities throughout the customer contracting lifecycle. You will support Palantir’s lawyers and contracting specialists, in collaboration with our sales team and executives, to facilitate the growth of our business by managing all aspects of contract administration. As part of the Deal Operations team, you will become an expert in your specific customer vertical, take ownership for scaling workflows and critical initiatives as it relates to each business unit. Throughout your work, you will take initiative, operate with resourcefulness, and execute quickly and effectively the processes that drive revenue at Palantir. You’ll leverage your excellent communication skills, and exercise tact and diplomacy in helping to manage relationships with teams across Palantir.  Most importantly, you have a true desire to be helpful and go above and beyond to solve challenges.","Steer contracts through internal systems and coordinate input from various teams across Palantir for expertise, review and negotiation Document drafting, processing, including formatting, clean-up, filing and executing agreements Pilot the completion of customer onboarding forms  Ensure alignment on deals and forecasting expectations across a variety of teams at Palantir including legal, finance, deal team and sales Maintain accurate records, report project metrics and track contractual terms Contribute to business-specific strategic work to enable the effective growth and scale of deal execution across the legal team Ability to pivot quickly, anticipate needs and execute autonomously, with a high sense of urgency Ability to collaborate with a cross-functional team, leveraging effective communication, strong writing and customer service skills Meticulous attention to detail and organization and a strong sense of ownership A “no task too big, no task too small” mentality. Willingness and ability to work outside of standard business hours as needed 3+ years of previous legal and/or contract administrative support experience, preferably in a fast-paced legal environment Proficiency in using Microsoft Office suite Experience with contract lifecycle management tooling Experience managing complex, cross-functional projects Initially 4 days per week in-office, which can be reduced to 2-3 days longer term.",palantir,lever,2025-07-31 16:49:55,2025-07-31 17:27:48.139570,
Vice President of Marketing,Full-time /,Hybrid,"Atlanta, GA",Marketing – Marketing /,https://jobs.lever.co/finquery/f934f4ce-0e9b-40be-ad41-42c25fdc3a77,"We are seeking a data-driven, strategic, and hands-on Vice President of Marketing to lead our demand generation engine and drive FinQuery’s next phase of growth. This role owns the MQL pipeline and leads all facets of our marketing function—including digital, product marketing, content, events, and brand. You’ll report to the CEO and partner closely with Sales, Product, and Customer Success to align go-to-market strategy, messaging, and pipeline acceleration efforts. The ideal candidate is a player-coach with a proven track record in scaling B2B SaaS marketing teams and generating measurable pipeline and revenue impact.","Lead Demand Generation & Pipeline Growth Own and scale the MQL engine to meet aggressive growth targets, with a focus on SQL conversion and revenue generation Develop a quarterly marketing roadmap tied to pipeline goals—including acquisition, adoption, cross-sell, and upsell initiatives Manage and optimize paid digital channels (e.g., LinkedIn, Google Ads, ABM platforms) to drive cost-efficient, scalable pipeline Drive Data-Driven Marketing Execution Build and maintain a robust marketing analytics framework across all channels—ensuring clear attribution from MQL to closed-won Partner with Analytics and RevOps teams to continuously refine reporting, campaign performance metrics, and ROI Lead structured A/B and multivariate testing programs to improve funnel conversion and campaign performance Scale a High-Performing Marketing Team Hire, mentor, and lead a high-impact team across key functions: demand gen, content, product marketing, design, and events Roll up your sleeves to coach team members on campaign execution, analysis, and optimization Drive a culture of continuous improvement and high accountability with clear performance goals and learning cycles Align Cross-Functionally Across the Business Partner with Sales and Product to tightly align on ICP, messaging, prioritization, and go-to-market strategy Create strong feedback loops to ensure marketing is directly informed by customer insights and frontline interactions Support sales enablement through targeted content, collateral, and campaign development Own Marketing Ops, Tech Stack & Budget Lead the marketing budgeting and resourcing process, ensuring alignment with company goals Continuously evaluate and optimize the marketing tech stack (HubSpot, Salesforce, attribution platforms, etc.) Ensure seamless integration between marketing, sales, and customer success systems 12–15+ years of experience in B2B SaaS marketing, with 3+ years in a leadership role owning pipeline generation Proven success scaling MQL and SQL programs in a high-growth, metrics-driven environment Deep fluency in marketing analytics, attribution, and ROI measurement across paid, organic, and lifecycle channels Experience owning and managing modern marketing platforms (e.g., HubSpot, Salesforce, GA4, Marketo, Pardot, etc.) Hands-on and resourceful—comfortable operating in both strategic and executional modes Strong track record of cross-functional collaboration with Sales, Product, and CS Excellent communicator with executive presence and the ability to present results and insights to leadership and the board Experience in a growth-stage SaaS business preferred Bachelor's degree required; MBA or related advanced degree is a plus Flexible PTO (including 11 holidays and your birthday off)  401(k) plan with employer matching  Great health benefits with multiple plan option  Option to choose between in office, fully remote, or a hybrid work environment for all employees Sabbatical program (4 weeks after 5 years of service) Casual dress environment (when in office) Catered lunches every Tuesday and Thursday Signing stipend for a work-from-home setup Free gym membership at our office Annual employee development program stipend of $2,000 for each employee  Parental Leave Benefits Fertility/Adoption Assistance  Annual tutoring stipend for your children Mentorship program available immediately  Regular team outings Advancement opportunities based on results, not politics Culture that emphasizes inclusiveness driven by our REDI Committee",finquery,lever,2025-07-31 16:49:55,2025-07-31 17:27:48.139570,
Sales Development Manager,Full-time /,Remote,"Remote, USA",Revenue – Sales /,https://jobs.lever.co/finquery/c4632295-7cf1-4057-8528-354ce0749f3b,"As a Sales Development Manager, you'll develop, lead, coach, and inspire a team of SDRs (sales development representatives) to meet defined business development goals via prospecting and generating quality SQLs (Sales Qualified Leads) in order to support and enable sales Account Executives (AEs) to close revenue-generating deals.  Why you're important to us: This role is imperative to the growth and development of our Sales Development Representative team. Our SDRs act as the hunters and gatherers for our full-cycle Account Executives, and you play a crucial part in developing, training, and hiring each representative to generate the pipeline needed for the overall success of the company. Your contributions will result in the professional and personal growth of your representatives, the revenue organization, and FinQuery as a whole.","Coach and mentor a team of 6-12 Sales Development Representatives (SDRs) by providing consistent 1:1 conversations and feedback to address performance and potential Serve as a subject matter expert on products and customers. Foster an environment of learning and development to drive year-over-year growth and propel FinQuery forward. Collaborate with Learning & Development team on learning materials for the SDRs Use interview and assessment skills to hire top talent and expand the SDR organization. Develop trusting relationships with representatives and understand their daily challenges. Assess team strengths and weaknesses and manage the sales program to positively impact performance. 2+ years of experience as an SDR or SDR team lead combined. Effective communicator, sales coach, and motivator Solid project management and business development skills Excellent presentation and communication skills Experience with  Salesforce.com , Excel, sales enablement platforms (Salesloft, Outreach, Yesware, etc.) SaaS and/or FinTech experience is a plus Flexible PTO (including 11 holidays and your birthday off)  401(k) plan with employer matching  Great health benefits with multiple plan option  Option to choose between in office, fully remote, or a hybrid work environment for all employees Sabbatical program (4 weeks after 5 years of service) Casual dress environment (when in office) Catered lunches every Thursday Signing stipend for a work-from-home setup Free gym membership at our office Annual employee development program stipend of $2,000 for each employee  Parental Leave Benefits Fertility/Adoption Assistance  Annual tutoring stipend for your children Mentorship program available immediately  Regular team outings Advancement opportunities based on results, not politics Culture that emphasizes inclusiveness driven by our REDI Committee",finquery,lever,2025-07-31 16:49:55,2025-07-31 17:27:48.139570,
Software Engineer II - FCM,Full-time /,Remote,"Remote, USA",Engineering – Engineering /,https://jobs.lever.co/finquery/2163cc15-46b3-4432-a8f5-b8a395017065,"FinQuery is looking for a highly skilled and experienced Fullstack Software Engineer II, with a strong emphasis on frontend development, to join our team. If you are passionate about continuous improvement and thrive in a fast-paced, modern software development setting, you will be a critical contributor to our team’s success. You will work with cross-functional teams to design, develop, and deliver valuable SaaS software solutions to our customers. Our engineers build quality into everything through automated testing, clean code, and collaboration. We practice Agile software development, are 100% cloud-based on AWS, and deeply value engineering excellence coupled with collaborative problem-solving. If you're eager to build robust, scalable, secure, and high-performance systems and make a significant impact, we encourage you to apply.","Design, develop and maintain complex and responsive user interfaces using modern JavaScript frameworks such as React and  Next.js Develop and maintain a library of reusable UI Web Components, ensuring consistency and efficiency across our applications Collaborate with product designers to translate wireframes and mockups into high-quality user interfaces  Design, develop, and maintain backend services and APIs using C#, .NET Core APIs. Leverage AWS cloud services to build and deploy resilient and efficient applications. Participate in the entire software development lifecycle, from design to testing, deployment, and operational support. Collaborate closely with product owners, engineering managers, QA engineers and other software engineers to ensure a seamless development process. Actively participate in code reviews, sprint planning, knowledge sharing, and a culture of continuous improvement. Work both independently and as part of a highly collaborative team using pair/swarm programming. Leverage modern AI tools, including LLMs and coding agents, to accelerate development and improve the quality. Stay current with emerging technologies and industry trends, applying them to improve existing systems and processes. Design, develop and maintain complex and responsive user interfaces using modern JavaScript frameworks such as React and  Next.js Develop and maintain a library of reusable UI Web Components, ensuring consistency and efficiency across our applications Collaborate with product designers to translate wireframes and mockups into high-quality user interfaces  Design, develop, and maintain backend services and APIs using C#, .NET Core APIs. Leverage AWS cloud services to build and deploy resilient and efficient applications. Participate in the entire software development lifecycle, from design to testing, deployment, and operational support. Collaborate closely with product owners, engineering managers, QA engineers and other software engineers to ensure a seamless development process. Actively participate in code reviews, sprint planning, knowledge sharing, and a culture of continuous improvement. Work both independently and as part of a highly collaborative team using pair/swarm programming. Leverage modern AI tools, including LLMs and coding agents, to accelerate development and improve the quality. Stay current with emerging technologies and industry trends, applying them to improve existing systems and processes. Desired Qualifications: Bachelor's degree in Computer Science, Software Engineering, or a related technical field. Experience with services oriented architectures and RESTful API design and implementation practices. Experience with backend technologies and languages (e.g.,  Node.js , C#/.NET, Java) and experience with databases (e.g., PostgreSQL, MongoDB, MySQL). Experience with containerization technologies such as Docker and Kubernetes. Experience with monitoring and logging tools (e.g., CloudWatch, Datadog, Dynatrace). Experience with CI/CD pipelines (GitHub Actions, Azure Pipelines) Familiar with IAM principles and OAuth 2.0/OpenID Connect. Flexible PTO (including 11 holidays and your birthday off)  401(k) plan with employer matching  Great health benefits with multiple plan option  Option to choose between in office, fully remote, or a hybrid work environment for all employees Sabbatical program (4 weeks after 5 years of service) Casual dress environment (when in office) Catered lunches every Thursday Signing stipend for a work-from-home setup Free gym membership at our office Annual employee development program stipend of $2,000 for each employee  Parental Leave Benefits Fertility/Adoption Assistance  Annual tutoring stipend for your children Mentorship program available immediately  Regular team outings Advancement opportunities based on results, not politics Culture that emphasizes inclusiveness driven by our REDI Committee",finquery,lever,2025-07-31 16:49:55,2025-07-31 17:27:48.139570,
Senior Software Engineer - LQA,Full-time /,Remote,"Remote, USA",Engineering – Engineering /,https://jobs.lever.co/finquery/89facc8e-53b7-4bf1-844e-cccaacc3d0a9,"A  Senior Software Engineer  at FinQuery is responsible for the development of high-quality software, including writing impeccable code and developing automated tests. This role involves the strategic integration of agentic AI tools to enhance development efficiency, particularly for junior team members. The Senior Software Engineer will take independent ownership of critical deliverables, guiding the team in resolving complex challenges with innovative and sustainable solutions. This position requires setting high standards for technical excellence and team conduct, prioritizing customer satisfaction, and ensuring code quality and maintainability in alignment with architectural and process directives.","Work on a highly skilled engineering team Contribute to the #1 G2 product in the market Be part of a continuously growing product Learn and hone skills on popular technology frameworks Directly impact a leading solution that continues to expand its reach and capabilities Utilize AI-enhanced IDEs like Cursor and CoPilot to boost productivity and code quality Establishing and uphold rigorous standards for maintainable, clear code, while actively mentoring team members to achieve these benchmarks. Proactively leading and fully participating in initiatives to refine our software development processes across all stages, identifying opportunities for significant optimization Regularly taking the lead and assisting senior leadership, in expertly resolving intricate technical challenges, ensuring timely completion and adherence to all quality and process requirements Leading participation through the entire development lifecycle, from requirements gathering and analysis to design, frequently assuming ownership of pivotal components Cultivating a deep understanding of project objectives and their direct impact on the customer, making strategic trade-offs based on business risk and customer value, and mentoring colleagues in this approach Systematically identifying and addressing complex problems and implementing sustainable solutions that mitigate future recurrence Driving the comprehension and strategic evolution of our architecture to adeptly meet current and future demands for scalability, performance, security, and reliability Playing a lead and active role in team stand-up meetings, providing essential guidance and efficiently removing impediments to progress Assuming primary ownership for the successful completion of development stories, consistently meeting and exceeding all quality and process mandates Consistently identifying and implementing enhancements to the team's ongoing operational processes Proficiently creating and critically reviewing system designs, expertly applying appropriate patterns, idioms, and advanced data structures/algorithms Taking full ownership of your work and the quality produced by your team, significantly advancing test automation strategies and their implementation Actively exploring and implementing the use of agentic AI tools for code generation, optimization, and testing, and guides the team in their effective application Ensuring the creation of proper and comprehensive documentation across all development phases, and guide others in its meticulous production 5+ years of experience developing software in an Agile environment with a Bachelor’s degree in Computer Science, Software Engineering, or a related technical field preferred Experience or in-depth knowledge of .NET, .NET MVC, and ORMs Leverage AWS cloud services to build and deploy resilient and efficient applications. Participate in the entire software development lifecycle, from design to testing, deployment, and operational support. Collaborate closely with product owners, engineering managers, QA engineers and other software engineers to ensure a seamless development process. Actively participate in code reviews, sprint planning, knowledge sharing, and a culture of continuous improvement. Work both independently and as part of a highly collaborative team using pair/swarm programming. Leverage modern AI tools, including LLMs and coding agents, to accelerate development and improve the quality. Stay current with emerging technologies and industry trends, applying them to improve existing systems and processes. Knowledge and exposure to various technologies, such as EntityFramework, Postgres, React, GitHub Actions, Docker, and Kubernetes Experience leveraging AI/ML tools to enhance development efficiency and accelerate task completion. Familiar with CI/CD concepts  Flexible PTO (including 11 holidays and your birthday off)  401(k) plan with employer matching  Great health benefits with multiple plan option  Option to choose between in office, fully remote, or a hybrid work environment for all employees Sabbatical program (4 weeks after 5 years of service) Casual dress environment (when in office) Catered lunches every Thursday Signing stipend for a work-from-home setup Free gym membership at our office Annual employee development program stipend of $2,000 for each employee  Parental Leave Benefits Fertility/Adoption Assistance  Annual tutoring stipend for your children Mentorship program available immediately  Regular team outings Advancement opportunities based on results, not politics Culture that emphasizes inclusiveness driven by our REDI Committee",finquery,lever,2025-07-31 16:49:55,2025-07-31 17:27:48.139570,
Software Engineer III - FCM,Full-time /,Remote,"Remote, USA",Engineering – Engineering /,https://jobs.lever.co/finquery/e03f9f8f-d119-4963-87ac-34e351a248c0,"FinQuery is looking for a highly skilled and experienced Fullstack Software Engineer III, with a strong emphasis on backend development, to join our team. If you are passionate about continuous improvement and thrive in a fast-paced, modern software development setting, you will be a critical contributor to our team’s success. You will work with cross-functional teams to design, develop, and deliver valuable SaaS software solutions to our customers. Our engineers build quality into everything through automated testing, clean code, and collaboration. We practice Agile software development, are 100% cloud-based on AWS, and deeply value engineering excellence coupled with collaborative problem-solving. If you're eager to build robust, scalable, secure, and high-performance systems and make a significant impact, we encourage you to apply.","Design, develop, and maintain high-quality, scalable, and secure backend services and APIs using C#, .NET Core APIs. Work extensively with PostgreSQL databases, including schema design, query optimization, and performance tuning. Develop front-end features using modern React and  Next.js  frameworks. Leverage AWS cloud services (e.g., EC2, ECS, EKS, S3, RDS, SQS) to build and deploy resilient and efficient applications. Participate in the entire software development lifecycle, from design to testing, deployment, and operational support. Collaborate closely with product owners, UX designers, engineering managers, QA engineers and other software engineers to ensure a seamless development process. Actively participate in code reviews, sprint planning, knowledge sharing, and a culture of continuous improvement. Work both independently and as part of a highly collaborative team using pair/swarm programming. Champion best practices in code quality, security, and performance. Leverage modern AI tools, including LLMs and coding agents, to accelerate development and improve the quality. Stay current with emerging technologies and industry trends, applying them to improve existing systems and processes. 4+ years of progressive experience in backend software development. Expertise in .NET and  ASP.net  Core for building scalable and performant applications. Strong proficiency in PostgreSQL, including advanced SQL, database design, and optimization techniques. Experience with automated testing frameworks (NUnit, Jest). Experience with AWS cloud services for deploying and managing applications (e.g., EC2, ECS, EKS, S3, RDS, SQS). Familiarity with monitoring and logging tools (e.g., CloudWatch, Datadog, Dynatrace). Familiarity with DI / IoC containers and frameworks (Castle Windsor, Unity). Experience with service oriented architectures and RESTful API design and implementation practices. Proficiency with Git-based version control systems (e.g., GitHub, GitLab). Strong understanding of software engineering principles, design patterns, and best practices. Experience with agile development methodologies (e.g. Scrum, Kanban). Excellent problem-solving, analytical, and communication skills, with the ability to breakdown complex tasks and explain technical concepts to technical and non-technical users. Experience using modern AI coding tools (e.g. GitHub Copilot, Cursor) to enhance productivity and code quality. Desired Qualifications: Bachelor's degree in Computer Science, Software Engineering, or a related technical field. Solid understanding of containerization technologies such as Docker and Kubernetes. Experience with CI/CD pipelines (GitHub Actions, Azure Pipelines). Experience with progressive UI frameworks such as React,  Next.js , or Angular. Experience with IAM principles and OAuth 2.0/OpenID Connect. Experience with Entity Framework for data access and modeling. Flexible PTO (including 11 holidays and your birthday off)  401(k) plan with employer matching  Great health benefits with multiple plan option  Option to choose between in office, fully remote, or a hybrid work environment for all employees Sabbatical program (4 weeks after 5 years of service) Casual dress environment (when in office) Catered lunches every Thursday Signing stipend for a work-from-home setup Free gym membership at our office Annual employee development program stipend of $2,000 for each employee  Parental Leave Benefits Fertility/Adoption Assistance  Annual tutoring stipend for your children Mentorship program available immediately  Regular team outings Advancement opportunities based on results, not politics Culture that emphasizes inclusiveness driven by our REDI Committee",finquery,lever,2025-07-31 16:49:55,2025-07-31 17:27:48.139570,
